RESPNO,REGION,URBRUR,Q1,Q6A,Q6B,Q6C,Q6E,Q94,Q93A,Q100,Q90A,Q90B,Q90C,Q90D,Q90E,Q90F,food_insecurity_label,location_type,is_food_insecure
GHA0554,275.0,2.0,38.0,1.0,0.0,1.0,3.0,0.0,1.0,2.0,2.0,2.0,1.0,0.0,0.0,2.0,Once/Twice,Rural,1
GHA0555,266.0,2.0,27.0,0.0,0.0,0.0,2.0,3.0,3.0,2.0,1.0,1.0,0.0,0.0,0.0,2.0,Never,Rural,0
GHA0556,266.0,2.0,38.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,Never,Rural,0
GHA0557,262.0,2.0,22.0,0.0,1.0,1.0,1.0,3.0,1.0,2.0,0.0,2.0,1.0,1.0,1.0,2.0,Never,Rural,0
GHA0558,269.0,2.0,43.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,2.0,2.0,2.0,0.0,2.0,2.0,Never,Rural,0
GHA0559,266.0,2.0,40.0,1.0,1.0,0.0,3.0,0.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,2.0,Once/Twice,Rural,1
GHA0560,263.0,1.0,40.0,0.0,2.0,0.0,1.0,5.0,3.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,Never,Urban,0
GHA0561,269.0,2.0,70.0,1.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,2.0,Once/Twice,Rural,1
GHA0562,271.0,2.0,60.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,2.0,Never,Rural,0
GHA0563,262.0,2.0,45.0,0.0,0.0,0.0,2.0,3.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,2.0,Never,Rural,0
GHA0564,269.0,2.0,70.0,1.0,3.0,2.0,3.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Once/Twice,Rural,1
GHA0565,271.0,2.0,35.0,1.0,3.0,1.0,4.0,0.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0,Once/Twice,Rural,1
GHA0566,265.0,2.0,58.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,Never,Rural,0
GHA0567,263.0,1.0,54.0,1.0,1.0,1.0,2.0,6.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,Once/Twice,Urban,1
GHA0568,265.0,2.0,36.0,0.0,0.0,1.0,2.0,5.0,3.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,Never,Rural,0
GHA0569,265.0,2.0,23.0,0.0,0.0,0.0,2.0,5.0,0.0,1.0,2.0,2.0,1.0,0.0,0.0,2.0,Never,Rural,0
GHA0570,265.0,2.0,30.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,Once/Twice,Rural,1
GHA0571,263.0,1.0,28.0,1.0,2.0,2.0,0.0,8.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,Once/Twice,Urban,1
GHA0572,271.0,2.0,21.0,0.0,0.0,0.0,0.0,6.0,3.0,1.0,2.0,0.0,2.0,0.0,0.0,2.0,Never,Rural,0
GHA0573,261.0,1.0,26.0,0.0,0.0,0.0,3.0,5.0,0.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,Never,Urban,0
GHA0574,267.0,1.0,29.0,2.0,0.0,2.0,1.0,4.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,Several times,Urban,1
GHA0575,270.0,1.0,36.0,1.0,1.0,1.0,1.0,8.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,Once/Twice,Urban,1
GHA0576,270.0,1.0,32.0,1.0,0.0,0.0,3.0,6.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,Once/Twice,Urban,1
GHA0577,270.0,1.0,63.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,1.0,Never,Urban,0
GHA0578,269.0,2.0,48.0,0.0,0.0,3.0,3.0,0.0,3.0,1.0,2.0,2.0,2.0,0.0,2.0,2.0,Never,Rural,0
GHA0579,261.0,1.0,26.0,0.0,0.0,0.0,1.0,4.0,3.0,2.0,1.0,1.0,0.0,0.0,2.0,2.0,Never,Urban,0
GHA0580,269.0,2.0,66.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,Once/Twice,Rural,1
GHA0581,271.0,2.0,39.0,0.0,0.0,0.0,0.0,5.0,3.0,2.0,0.0,0.0,0.0,1.0,1.0,2.0,Never,Rural,0
GHA0582,261.0,1.0,31.0,0.0,0.0,0.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,Never,Urban,0
GHA0583,267.0,1.0,50.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0,Never,Urban,0
GHA0584,260.0,1.0,28.0,0.0,0.0,1.0,1.0,6.0,1.0,1.0,2.0,1.0,0.0,0.0,2.0,2.0,Never,Urban,0
GHA0585,267.0,1.0,24.0,0.0,0.0,0.0,0.0,8.0,1.0,1.0,1.0,2.0,0.0,2.0,2.0,2.0,Never,Urban,0
GHA0586,267.0,1.0,50.0,0.0,0.0,0.0,3.0,4.0,1.0,2.0,2.0,2.0,0.0,0.0,2.0,2.0,Never,Urban,0
GHA0587,260.0,1.0,50.0,1.0,2.0,1.0,1.0,4.0,1.0,2.0,2.0,2.0,0.0,1.0,0.0,2.0,Once/Twice,Urban,1
GHA0588,260.0,1.0,21.0,0.0,0.0,0.0,0.0,5.0,0.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,Never,Urban,0
GHA0589,262.0,2.0,38.0,2.0,0.0,4.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,Several times,Rural,1
GHA0590,262.0,2.0,27.0,3.0,3.0,0.0,2.0,3.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,Many times,Rural,1
GHA0591,262.0,2.0,37.0,2.0,2.0,0.0,2.0,5.0,3.0,1.0,2.0,2.0,0.0,2.0,2.0,2.0,Several times,Rural,1
GHA0592,271.0,1.0,40.0,0.0,0.0,1.0,0.0,2.0,3.0,1.0,2.0,2.0,2.0,0.0,0.0,2.0,Never,Urban,0
GHA0593,271.0,1.0,34.0,2.0,2.0,2.0,3.0,4.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,2.0,Several times,Urban,1
GHA0594,262.0,2.0,22.0,0.0,1.0,0.0,1.0,5.0,3.0,1.0,2.0,2.0,0.0,0.0,1.0,2.0,Never,Rural,0
GHA0595,271.0,1.0,37.0,2.0,2.0,2.0,3.0,5.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0,2.0,Several times,Urban,1
GHA0596,263.0,1.0,34.0,0.0,2.0,0.0,2.0,0.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,Never,Urban,0
GHA0597,274.0,2.0,37.0,2.0,0.0,1.0,3.0,3.0,2.0,1.0,2.0,2.0,2.0,0.0,0.0,2.0,Several times,Rural,1
GHA0598,274.0,2.0,26.0,0.0,2.0,0.0,2.0,5.0,3.0,2.0,1.0,2.0,2.0,0.0,2.0,2.0,Never,Rural,0
GHA0599,263.0,1.0,41.0,0.0,0.0,0.0,2.0,4.0,3.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,Never,Urban,0
GHA0600,267.0,1.0,28.0,2.0,0.0,0.0,1.0,8.0,0.0,1.0,0.0,2.0,2.0,2.0,2.0,2.0,Several times,Urban,1
GHA0601,263.0,1.0,35.0,1.0,1.0,1.0,1.0,4.0,3.0,2.0,0.0,2.0,2.0,0.0,0.0,2.0,Once/Twice,Urban,1
GHA0602,263.0,1.0,33.0,2.0,0.0,2.0,1.0,2.0,1.0,1.0,0.0,2.0,2.0,0.0,0.0,2.0,Several times,Urban,1
GHA0603,267.0,1.0,46.0,0.0,0.0,1.0,1.0,9.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,Never,Urban,0
GHA0604,275.0,2.0,45.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,Never,Rural,0
GHA0605,275.0,2.0,42.0,1.0,0.0,1.0,4.0,3.0,1.0,2.0,1.0,2.0,1.0,0.0,0.0,2.0,Once/Twice,Rural,1
GHA0606,267.0,1.0,61.0,0.0,0.0,0.0,0.0,5.0,3.0,1.0,2.0,2.0,0.0,0.0,2.0,2.0,Never,Urban,0
GHA0607,271.0,1.0,43.0,1.0,1.0,1.0,4.0,6.0,3.0,1.0,2.0,2.0,2.0,0.0,2.0,2.0,Once/Twice,Urban,1
GHA0608,269.0,1.0,33.0,1.0,1.0,1.0,1.0,5.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,Once/Twice,Urban,1
GHA0609,266.0,1.0,45.0,1.0,1.0,0.0,1.0,4.0,1.0,2.0,2.0,1.0,0.0,0.0,1.0,2.0,Once/Twice,Urban,1
GHA0610,261.0,1.0,54.0,0.0,0.0,0.0,0.0,4.0,3.0,1.0,2.0,2.0,0.0,1.0,2.0,2.0,Never,Urban,0
GHA0611,271.0,1.0,39.0,1.0,2.0,3.0,3.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,Once/Twice,Urban,1
GHA0612,271.0,1.0,21.0,0.0,0.0,0.0,2.0,5.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,2.0,Never,Urban,0
GHA0613,260.0,1.0,43.0,0.0,0.0,1.0,2.0,4.0,3.0,2.0,2.0,2.0,0.0,1.0,2.0,2.0,Never,Urban,0
GHA0614,262.0,2.0,58.0,1.0,0.0,1.0,3.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,2.0,Once/Twice,Rural,1
GHA0615,262.0,2.0,20.0,0.0,0.0,1.0,1.0,2.0,0.0,2.0,0.0,2.0,1.0,2.0,2.0,2.0,Never,Rural,0
GHA0616,266.0,1.0,37.0,2.0,2.0,0.0,3.0,3.0,3.0,1.0,2.0,1.0,0.0,0.0,0.0,2.0,Several times,Urban,1
GHA0617,262.0,2.0,37.0,0.0,0.0,0.0,3.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,Never,Rural,0
GHA0618,273.0,2.0,35.0,2.0,4.0,4.0,1.0,3.0,3.0,1.0,2.0,0.0,2.0,0.0,0.0,2.0,Several times,Rural,1
GHA0619,266.0,1.0,67.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,Never,Urban,0
GHA0620,266.0,1.0,32.0,2.0,0.0,0.0,3.0,4.0,1.0,1.0,2.0,2.0,1.0,2.0,0.0,2.0,Several times,Urban,1
GHA0621,260.0,1.0,69.0,3.0,3.0,3.0,4.0,8.0,0.0,1.0,2.0,2.0,0.0,0.0,2.0,2.0,Many times,Urban,1
GHA0622,269.0,1.0,39.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,2.0,2.0,Never,Urban,0
GHA0623,269.0,1.0,36.0,3.0,0.0,2.0,3.0,4.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,Many times,Urban,1
GHA0624,261.0,1.0,46.0,0.0,0.0,0.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,Never,Urban,0
GHA0625,260.0,1.0,60.0,0.0,1.0,1.0,2.0,5.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,Never,Urban,0
GHA0626,274.0,2.0,70.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,1.0,2.0,Never,Rural,0
GHA0627,263.0,1.0,35.0,0.0,0.0,0.0,1.0,8.0,3.0,1.0,2.0,2.0,0.0,1.0,0.0,2.0,Never,Urban,0
GHA0628,275.0,2.0,41.0,0.0,0.0,0.0,2.0,6.0,1.0,1.0,2.0,2.0,2.0,0.0,2.0,2.0,Never,Rural,0
GHA0629,275.0,2.0,40.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,2.0,Once/Twice,Rural,1
GHA0630,263.0,1.0,21.0,2.0,2.0,0.0,2.0,5.0,3.0,1.0,2.0,2.0,1.0,0.0,2.0,2.0,Several times,Urban,1
GHA0631,263.0,1.0,35.0,0.0,0.0,0.0,2.0,5.0,3.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,Never,Urban,0
GHA0632,263.0,1.0,25.0,1.0,1.0,1.0,1.0,5.0,3.0,1.0,2.0,2.0,0.0,2.0,0.0,2.0,Once/Twice,Urban,1
GHA0633,263.0,1.0,35.0,0.0,0.0,0.0,2.0,5.0,9.0,1.0,2.0,2.0,0.0,2.0,2.0,2.0,Never,Urban,0
GHA0634,274.0,2.0,31.0,1.0,1.0,1.0,1.0,4.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0,Once/Twice,Rural,1
GHA0635,265.0,2.0,35.0,0.0,4.0,3.0,3.0,2.0,1.0,1.0,2.0,1.0,2.0,0.0,0.0,2.0,Never,Rural,0
GHA0636,265.0,2.0,18.0,0.0,3.0,4.0,1.0,3.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,2.0,Never,Rural,0
GHA0637,265.0,2.0,25.0,3.0,3.0,2.0,3.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,Many times,Rural,1
GHA0638,263.0,1.0,26.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,2.0,Never,Urban,0
GHA0639,263.0,1.0,20.0,0.0,2.0,0.0,1.0,5.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,Never,Urban,0
GHA0640,273.0,2.0,28.0,1.0,1.0,1.0,0.0,5.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0,2.0,Once/Twice,Rural,1
GHA0641,273.0,2.0,42.0,4.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Always,Rural,1
GHA0642,263.0,1.0,35.0,0.0,0.0,0.0,0.0,5.0,3.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,Never,Urban,0
GHA0643,265.0,2.0,32.0,0.0,4.0,1.0,3.0,0.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,2.0,Never,Rural,0
GHA0644,270.0,2.0,57.0,4.0,4.0,4.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Always,Rural,1
GHA0645,271.0,1.0,33.0,0.0,0.0,0.0,3.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,Never,Urban,0
GHA0646,273.0,2.0,26.0,2.0,4.0,4.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,Several times,Rural,1
GHA0647,262.0,2.0,52.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,2.0,0.0,0.0,0.0,1.0,2.0,Never,Rural,0
GHA0648,271.0,1.0,48.0,1.0,2.0,2.0,2.0,0.0,3.0,1.0,2.0,2.0,0.0,0.0,0.0,1.0,Once/Twice,Urban,1
GHA0649,261.0,1.0,47.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,2.0,2.0,0.0,0.0,2.0,2.0,Never,Urban,0
GHA0650,260.0,1.0,56.0,0.0,0.0,1.0,1.0,5.0,2.0,1.0,2.0,2.0,0.0,0.0,2.0,2.0,Never,Urban,0
GHA0651,266.0,1.0,27.0,2.0,1.0,1.0,2.0,5.0,0.0,1.0,0.0,2.0,0.0,0.0,2.0,2.0,Several times,Urban,1
GHA0652,267.0,2.0,25.0,3.0,3.0,3.0,4.0,3.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,Many times,Rural,1
GHA0653,267.0,2.0,56.0,1.0,2.0,4.0,4.0,0.0,0.0,1.0,2.0,1.0,0.0,1.0,0.0,2.0,Once/Twice,Rural,1
GHA0654,267.0,2.0,63.0,0.0,0.0,0.0,3.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,Never,Rural,0
GHA0655,267.0,2.0,21.0,0.0,0.0,0.0,2.0,8.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,Never,Rural,0
GHA0656,275.0,2.0,37.0,1.0,0.0,2.0,3.0,2.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,Once/Twice,Rural,1
GHA0657,260.0,1.0,30.0,2.0,2.0,2.0,3.0,5.0,3.0,2.0,2.0,2.0,0.0,0.0,2.0,2.0,Several times,Urban,1
GHA0658,269.0,1.0,35.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,2.0,2.0,0.0,0.0,2.0,2.0,Never,Urban,0
GHA0659,273.0,2.0,57.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,2.0,Never,Rural,0
GHA0660,269.0,1.0,23.0,0.0,0.0,0.0,0.0,5.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,Never,Urban,0
GHA0661,273.0,2.0,47.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,Many times,Rural,1
GHA0662,269.0,1.0,23.0,1.0,0.0,1.0,1.0,5.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,Once/Twice,Urban,1
GHA0663,263.0,1.0,21.0,0.0,0.0,0.0,2.0,5.0,3.0,2.0,2.0,2.0,0.0,0.0,1.0,2.0,Never,Urban,0
GHA0664,266.0,1.0,90.0,0.0,1.0,0.0,2.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,1.0,2.0,Never,Urban,0
GHA0665,263.0,1.0,25.0,0.0,0.0,0.0,2.0,7.0,0.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,Never,Urban,0
GHA0666,266.0,1.0,26.0,0.0,0.0,0.0,2.0,5.0,0.0,2.0,2.0,2.0,1.0,0.0,1.0,2.0,Never,Urban,0
GHA0667,275.0,2.0,29.0,0.0,0.0,1.0,2.0,4.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,Never,Rural,0
GHA0668,265.0,2.0,18.0,0.0,2.0,0.0,4.0,4.0,2.0,1.0,1.0,1.0,2.0,2.0,0.0,2.0,Never,Rural,0
GHA0669,265.0,2.0,42.0,0.0,1.0,2.0,1.0,6.0,3.0,2.0,2.0,2.0,1.0,0.0,2.0,2.0,Never,Rural,0
GHA0670,266.0,1.0,42.0,0.0,0.0,1.0,4.0,4.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,2.0,Never,Urban,0
GHA0671,260.0,1.0,42.0,0.0,0.0,1.0,3.0,5.0,3.0,2.0,1.0,2.0,0.0,1.0,2.0,2.0,Never,Urban,0
GHA0672,267.0,1.0,57.0,0.0,0.0,0.0,0.0,4.0,1.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,Never,Urban,0
GHA0673,274.0,2.0,71.0,1.0,1.0,1.0,3.0,0.0,1.0,1.0,2.0,2.0,2.0,0.0,0.0,2.0,Once/Twice,Rural,1
GHA0674,273.0,2.0,54.0,2.0,4.0,4.0,1.0,0.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,Several times,Rural,1
GHA0675,273.0,2.0,34.0,2.0,1.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,Several times,Rural,1
GHA0676,265.0,2.0,32.0,1.0,4.0,4.0,2.0,3.0,3.0,1.0,0.0,2.0,0.0,0.0,0.0,2.0,Once/Twice,Rural,1
GHA0677,265.0,2.0,19.0,2.0,2.0,2.0,3.0,0.0,3.0,2.0,1.0,1.0,0.0,0.0,2.0,2.0,Several times,Rural,1
GHA0678,267.0,1.0,39.0,0.0,0.0,1.0,2.0,6.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,Never,Urban,0
GHA0679,267.0,1.0,27.0,0.0,0.0,0.0,0.0,4.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,Never,Urban,0
GHA0680,270.0,2.0,25.0,1.0,2.0,1.0,4.0,4.0,1.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,Once/Twice,Rural,1
GHA0681,275.0,2.0,21.0,0.0,0.0,1.0,2.0,4.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,Never,Rural,0
GHA0682,267.0,1.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,Never,Urban,0
GHA0683,260.0,1.0,63.0,3.0,3.0,3.0,3.0,5.0,0.0,1.0,2.0,2.0,0.0,0.0,2.0,2.0,Many times,Urban,1
GHA0684,274.0,2.0,25.0,0.0,0.0,0.0,3.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,2.0,Never,Rural,0
GHA0685,261.0,1.0,38.0,0.0,0.0,1.0,3.0,4.0,3.0,1.0,2.0,2.0,0.0,0.0,2.0,2.0,Never,Urban,0
GHA0686,270.0,2.0,40.0,0.0,0.0,2.0,4.0,0.0,3.0,1.0,0.0,0.0,2.0,0.0,0.0,2.0,Never,Rural,0
GHA0687,270.0,2.0,32.0,0.0,3.0,2.0,4.0,0.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,Never,Rural,0
GHA0688,261.0,1.0,49.0,0.0,0.0,0.0,0.0,4.0,3.0,1.0,2.0,2.0,0.0,0.0,2.0,2.0,Never,Urban,0
GHA0689,260.0,1.0,50.0,0.0,1.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,2.0,Never,Urban,0
GHA0690,263.0,1.0,27.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,Once/Twice,Urban,1
GHA0691,267.0,2.0,42.0,1.0,1.0,1.0,1.0,0.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,Once/Twice,Rural,1
GHA0692,269.0,1.0,25.0,0.0,3.0,0.0,3.0,3.0,2.0,2.0,1.0,1.0,1.0,0.0,2.0,2.0,Never,Urban,0
GHA0693,267.0,2.0,55.0,0.0,0.0,0.0,3.0,0.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,Never,Rural,0
GHA0694,275.0,2.0,45.0,2.0,0.0,2.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,Several times,Rural,1
GHA0695,269.0,1.0,58.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,Never,Urban,0
GHA0696,267.0,2.0,53.0,0.0,3.0,3.0,3.0,3.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,Never,Rural,0
GHA0697,263.0,1.0,33.0,0.0,0.0,0.0,2.0,9.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,Never,Urban,0
GHA0698,267.0,2.0,65.0,0.0,0.0,1.0,4.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,1.0,2.0,Never,Rural,0
GHA0699,274.0,2.0,35.0,2.0,1.0,2.0,3.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,Several times,Rural,1
GHA0700,267.0,1.0,35.0,0.0,2.0,2.0,2.0,6.0,3.0,2.0,2.0,2.0,0.0,1.0,2.0,2.0,Never,Urban,0
GHA0701,267.0,1.0,19.0,0.0,0.0,0.0,3.0,5.0,0.0,1.0,2.0,2.0,1.0,0.0,2.0,2.0,Never,Urban,0
GHA0702,267.0,1.0,18.0,0.0,0.0,0.0,0.0,5.0,2.0,1.0,1.0,2.0,2.0,0.0,1.0,2.0,Never,Urban,0
GHA0703,270.0,2.0,31.0,0.0,0.0,3.0,4.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Never,Rural,0
GHA0704,271.0,2.0,25.0,0.0,2.0,2.0,3.0,6.0,1.0,1.0,2.0,0.0,1.0,0.0,2.0,2.0,Never,Rural,0
GHA0705,270.0,2.0,40.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,Once/Twice,Rural,1
GHA0706,267.0,1.0,23.0,0.0,0.0,0.0,0.0,5.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,Never,Urban,0
GHA0707,270.0,2.0,29.0,0.0,4.0,2.0,3.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,Never,Rural,0
GHA0708,271.0,2.0,47.0,0.0,2.0,2.0,3.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,Never,Rural,0
GHA0709,271.0,2.0,41.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,Never,Rural,0
GHA0710,261.0,1.0,28.0,1.0,2.0,0.0,3.0,3.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,Once/Twice,Urban,1
GHA0711,274.0,2.0,32.0,0.0,0.0,0.0,0.0,5.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,Never,Rural,0
GHA0712,266.0,1.0,39.0,2.0,2.0,3.0,2.0,3.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,Several times,Urban,1
GHA0713,266.0,1.0,34.0,0.0,0.0,0.0,0.0,6.0,1.0,1.0,2.0,2.0,0.0,2.0,2.0,2.0,Never,Urban,0
GHA0714,266.0,1.0,84.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,2.0,2.0,0.0,0.0,2.0,2.0,Never,Urban,0
GHA0715,266.0,1.0,26.0,1.0,1.0,0.0,2.0,4.0,1.0,1.0,1.0,2.0,0.0,2.0,2.0,2.0,Once/Twice,Urban,1
GHA0716,265.0,2.0,33.0,0.0,0.0,1.0,2.0,6.0,3.0,1.0,2.0,2.0,2.0,0.0,2.0,2.0,Never,Rural,0
GHA0717,271.0,2.0,48.0,0.0,2.0,3.0,3.0,0.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,Never,Rural,0
GHA0718,261.0,1.0,42.0,2.0,0.0,0.0,3.0,5.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,Several times,Urban,1
GHA0719,271.0,2.0,36.0,0.0,2.0,2.0,3.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,Never,Rural,0
GHA0720,271.0,2.0,25.0,0.0,0.0,0.0,1.0,4.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,Never,Rural,0
GHA0721,270.0,2.0,26.0,0.0,0.0,2.0,4.0,0.0,3.0,1.0,0.0,0.0,2.0,0.0,0.0,2.0,Never,Rural,0
GHA0722,263.0,1.0,44.0,0.0,0.0,0.0,0.0,5.0,3.0,2.0,2.0,2.0,0.0,0.0,2.0,2.0,Never,Urban,0
GHA0723,265.0,2.0,23.0,0.0,2.0,2.0,2.0,5.0,2.0,1.0,1.0,1.0,2.0,0.0,1.0,2.0,Never,Rural,0
GHA0724,263.0,1.0,50.0,0.0,0.0,0.0,2.0,3.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,2.0,Never,Urban,0
GHA0725,263.0,1.0,35.0,0.0,0.0,0.0,2.0,8.0,3.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,Never,Urban,0
GHA0726,262.0,2.0,20.0,0.0,3.0,2.0,4.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,Never,Rural,0
