RESPNO,REGION,URBRUR,Q1,Q6A,Q6B,Q6C,Q6E,Q94,Q93A,Q100,Q90A,Q90B,Q90C,Q90D,Q90E,Q90F,food_insecurity_label,location_type,is_food_insecure
GHA0174,267.0,2.0,59.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,2.0,2.0,0.0,1.0,2.0,2.0,Never,Rural,0
GHA0175,260.0,2.0,34.0,4.0,4.0,3.0,4.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,Always,Rural,1
GHA0176,260.0,2.0,25.0,3.0,4.0,3.0,3.0,5.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,Many times,Rural,1
GHA0177,260.0,2.0,52.0,0.0,3.0,0.0,3.0,0.0,1.0,2.0,2.0,0.0,1.0,0.0,2.0,2.0,Never,Rural,0
GHA0178,271.0,1.0,60.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,1.0,2.0,1.0,0.0,2.0,2.0,Never,Urban,0
GHA0179,271.0,1.0,37.0,0.0,0.0,1.0,1.0,5.0,0.0,1.0,2.0,2.0,2.0,0.0,2.0,2.0,Never,Urban,0
GHA0180,264.0,2.0,82.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,Never,Rural,0
GHA0181,264.0,2.0,53.0,0.0,1.0,0.0,1.0,5.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,Never,Rural,0
GHA0182,264.0,2.0,77.0,0.0,0.0,0.0,3.0,5.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,2.0,Never,Rural,0
GHA0183,264.0,2.0,37.0,0.0,2.0,2.0,3.0,3.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,Never,Rural,0
GHA0184,271.0,1.0,51.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,1.0,2.0,Never,Urban,0
GHA0185,260.0,2.0,30.0,3.0,3.0,4.0,4.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,Many times,Rural,1
GHA0186,271.0,1.0,23.0,0.0,0.0,1.0,2.0,5.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,2.0,Never,Urban,0
GHA0187,260.0,2.0,23.0,0.0,4.0,2.0,3.0,5.0,3.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,Never,Rural,0
GHA0188,267.0,1.0,40.0,0.0,0.0,0.0,0.0,5.0,1.0,2.0,2.0,2.0,1.0,0.0,1.0,2.0,Never,Urban,0
GHA0189,267.0,1.0,49.0,0.0,2.0,0.0,3.0,4.0,3.0,2.0,2.0,2.0,0.0,0.0,0.0,2.0,Never,Urban,0
GHA0190,271.0,1.0,45.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,Never,Urban,0
GHA0191,267.0,1.0,25.0,0.0,1.0,1.0,2.0,6.0,1.0,1.0,2.0,2.0,0.0,0.0,1.0,2.0,Never,Urban,0
GHA0192,267.0,1.0,20.0,2.0,0.0,1.0,3.0,4.0,1.0,2.0,1.0,2.0,1.0,0.0,0.0,2.0,Several times,Urban,1
GHA0193,261.0,2.0,54.0,0.0,0.0,0.0,3.0,4.0,1.0,1.0,2.0,2.0,0.0,0.0,2.0,2.0,Never,Rural,0
GHA0194,261.0,2.0,62.0,0.0,0.0,2.0,1.0,3.0,3.0,1.0,1.0,2.0,2.0,0.0,2.0,2.0,Never,Rural,0
GHA0195,262.0,1.0,30.0,2.0,0.0,3.0,3.0,2.0,3.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,Several times,Urban,1
GHA0196,262.0,1.0,47.0,0.0,2.0,1.0,4.0,5.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,Never,Urban,0
GHA0197,263.0,1.0,48.0,0.0,2.0,0.0,3.0,4.0,1.0,2.0,1.0,2.0,0.0,0.0,0.0,2.0,Never,Urban,0
GHA0198,262.0,1.0,35.0,2.0,0.0,0.0,1.0,6.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,Several times,Urban,1
GHA0199,275.0,2.0,50.0,1.0,4.0,4.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,Once/Twice,Rural,1
GHA0200,263.0,1.0,31.0,2.0,2.0,2.0,2.0,5.0,3.0,2.0,2.0,2.0,0.0,0.0,0.0,2.0,Several times,Urban,1
GHA0201,263.0,1.0,40.0,1.0,2.0,0.0,1.0,6.0,3.0,2.0,2.0,2.0,1.0,0.0,2.0,2.0,Once/Twice,Urban,1
GHA0202,269.0,1.0,44.0,4.0,4.0,4.0,4.0,5.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,2.0,Always,Urban,1
GHA0203,264.0,2.0,69.0,3.0,2.0,0.0,3.0,5.0,0.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,Many times,Rural,1
GHA0204,275.0,2.0,35.0,0.0,0.0,1.0,0.0,6.0,3.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,Never,Rural,0
GHA0205,263.0,1.0,60.0,3.0,3.0,3.0,3.0,4.0,3.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,Many times,Urban,1
GHA0206,267.0,1.0,23.0,2.0,3.0,0.0,3.0,5.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,Several times,Urban,1
GHA0207,267.0,1.0,32.0,0.0,1.0,0.0,1.0,5.0,3.0,1.0,0.0,2.0,1.0,0.0,2.0,2.0,Never,Urban,0
GHA0208,267.0,1.0,25.0,0.0,0.0,0.0,0.0,7.0,0.0,2.0,0.0,2.0,1.0,1.0,1.0,2.0,Never,Urban,0
GHA0209,264.0,2.0,80.0,2.0,3.0,0.0,2.0,5.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,Several times,Rural,1
GHA0210,264.0,2.0,25.0,0.0,0.0,0.0,0.0,3.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,Never,Rural,0
GHA0211,264.0,2.0,21.0,0.0,0.0,0.0,3.0,5.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,2.0,Never,Rural,0
GHA0212,267.0,1.0,28.0,0.0,0.0,1.0,4.0,4.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,Never,Urban,0
GHA0213,267.0,1.0,33.0,2.0,2.0,2.0,4.0,2.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,2.0,Several times,Urban,1
GHA0214,274.0,2.0,48.0,2.0,0.0,1.0,2.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Several times,Rural,1
GHA0215,267.0,1.0,42.0,0.0,0.0,3.0,3.0,5.0,3.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,Never,Urban,0
GHA0216,262.0,1.0,65.0,0.0,0.0,1.0,2.0,5.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,2.0,Never,Urban,0
GHA0217,275.0,2.0,40.0,1.0,0.0,1.0,2.0,4.0,1.0,2.0,2.0,0.0,1.0,0.0,0.0,2.0,Once/Twice,Rural,1
GHA0218,274.0,2.0,32.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,Many times,Rural,1
GHA0219,269.0,1.0,30.0,0.0,2.0,0.0,0.0,8.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,Never,Urban,0
GHA0220,269.0,1.0,35.0,0.0,1.0,0.0,2.0,6.0,3.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,Never,Urban,0
GHA0221,267.0,1.0,46.0,0.0,2.0,0.0,1.0,5.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,Never,Urban,0
GHA0222,266.0,2.0,27.0,0.0,4.0,4.0,3.0,6.0,1.0,1.0,2.0,2.0,1.0,0.0,2.0,2.0,Never,Rural,0
GHA0223,266.0,2.0,47.0,1.0,3.0,4.0,1.0,3.0,0.0,1.0,2.0,2.0,2.0,0.0,2.0,2.0,Once/Twice,Rural,1
GHA0224,263.0,1.0,51.0,0.0,2.0,0.0,2.0,3.0,3.0,1.0,2.0,2.0,2.0,0.0,0.0,2.0,Never,Urban,0
GHA0225,267.0,1.0,70.0,0.0,0.0,4.0,2.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,2.0,2.0,Never,Urban,0
GHA0226,267.0,1.0,27.0,0.0,0.0,0.0,0.0,6.0,3.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,Never,Urban,0
GHA0227,266.0,2.0,42.0,2.0,2.0,0.0,3.0,4.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,Several times,Rural,1
GHA0228,261.0,2.0,19.0,1.0,0.0,1.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,0.0,1.0,2.0,Once/Twice,Rural,1
GHA0229,267.0,1.0,70.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,Never,Urban,0
GHA0230,262.0,1.0,29.0,1.0,2.0,4.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,Once/Twice,Urban,1
GHA0231,262.0,1.0,29.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,2.0,2.0,0.0,2.0,2.0,2.0,Never,Urban,0
GHA0232,266.0,2.0,72.0,0.0,0.0,2.0,2.0,4.0,1.0,1.0,2.0,2.0,1.0,0.0,0.0,2.0,Never,Rural,0
GHA0233,263.0,1.0,26.0,0.0,2.0,1.0,2.0,5.0,3.0,2.0,2.0,1.0,1.0,9.0,2.0,2.0,Never,Urban,0
GHA0234,263.0,1.0,22.0,0.0,2.0,0.0,2.0,5.0,3.0,1.0,0.0,2.0,1.0,1.0,9.0,1.0,Never,Urban,0
GHA0235,263.0,2.0,28.0,2.0,3.0,3.0,3.0,3.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,Several times,Rural,1
GHA0236,261.0,2.0,32.0,0.0,0.0,0.0,3.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Never,Rural,0
GHA0237,269.0,1.0,19.0,0.0,0.0,1.0,2.0,5.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,Never,Urban,0
GHA0238,263.0,2.0,42.0,3.0,3.0,3.0,4.0,3.0,3.0,1.0,2.0,2.0,2.0,0.0,2.0,2.0,Many times,Rural,1
GHA0239,271.0,2.0,35.0,2.0,2.0,2.0,3.0,4.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,Several times,Rural,1
GHA0240,263.0,2.0,49.0,0.0,0.0,0.0,3.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,Never,Rural,0
GHA0241,262.0,1.0,44.0,0.0,0.0,0.0,0.0,5.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,Never,Urban,0
GHA0242,274.0,2.0,40.0,0.0,0.0,0.0,3.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,Never,Rural,0
GHA0243,263.0,2.0,19.0,0.0,0.0,0.0,0.0,4.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,2.0,Never,Rural,0
GHA0244,271.0,2.0,38.0,0.0,0.0,1.0,3.0,4.0,3.0,1.0,2.0,2.0,2.0,0.0,0.0,2.0,Never,Rural,0
GHA0245,274.0,2.0,20.0,2.0,0.0,0.0,2.0,5.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,Several times,Rural,1
GHA0246,267.0,1.0,45.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,2.0,Never,Urban,0
GHA0247,263.0,1.0,58.0,1.0,1.0,1.0,1.0,8.0,3.0,1.0,2.0,2.0,2.0,0.0,2.0,2.0,Once/Twice,Urban,1
GHA0248,266.0,2.0,19.0,0.0,4.0,4.0,2.0,3.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,Never,Rural,0
GHA0249,266.0,2.0,38.0,4.0,4.0,4.0,1.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,Always,Rural,1
GHA0250,266.0,2.0,39.0,1.0,2.0,2.0,3.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,Once/Twice,Rural,1
GHA0251,275.0,2.0,51.0,1.0,0.0,1.0,3.0,4.0,1.0,1.0,2.0,0.0,2.0,0.0,0.0,2.0,Once/Twice,Rural,1
GHA0252,269.0,1.0,41.0,1.0,1.0,1.0,1.0,5.0,3.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,Once/Twice,Urban,1
GHA0253,261.0,2.0,60.0,0.0,0.0,2.0,2.0,5.0,3.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,Never,Rural,0
GHA0254,261.0,2.0,39.0,3.0,0.0,3.0,3.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,2.0,2.0,Many times,Rural,1
GHA0255,271.0,2.0,26.0,0.0,3.0,3.0,3.0,5.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0,2.0,Never,Rural,0
GHA0256,266.0,2.0,64.0,0.0,3.0,4.0,4.0,2.0,0.0,2.0,1.0,2.0,0.0,1.0,0.0,2.0,Never,Rural,0
GHA0257,271.0,2.0,50.0,3.0,3.0,2.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,Many times,Rural,1
GHA0258,262.0,1.0,28.0,0.0,0.0,0.0,0.0,4.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,Never,Urban,0
GHA0259,275.0,2.0,23.0,1.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,Once/Twice,Rural,1
GHA0260,271.0,2.0,18.0,1.0,2.0,2.0,0.0,3.0,1.0,1.0,2.0,0.0,2.0,0.0,0.0,2.0,Once/Twice,Rural,1
GHA0261,263.0,2.0,22.0,2.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,0.0,1.0,0.0,0.0,2.0,Several times,Rural,1
GHA0262,263.0,2.0,26.0,1.0,0.0,0.0,0.0,4.0,2.0,1.0,2.0,2.0,0.0,0.0,0.0,2.0,Once/Twice,Rural,1
GHA0263,271.0,2.0,42.0,0.0,0.0,0.0,0.0,3.0,3.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,Never,Rural,0
GHA0264,260.0,2.0,60.0,0.0,2.0,1.0,3.0,2.0,0.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,Never,Rural,0
GHA0265,269.0,1.0,28.0,0.0,2.0,0.0,0.0,3.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,Never,Urban,0
GHA0266,263.0,2.0,67.0,0.0,4.0,0.0,0.0,5.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,Never,Rural,0
GHA0267,260.0,2.0,40.0,0.0,0.0,1.0,1.0,5.0,1.0,1.0,2.0,2.0,0.0,0.0,2.0,2.0,Never,Rural,0
GHA0268,263.0,2.0,30.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,Several times,Rural,1
GHA0269,260.0,2.0,30.0,4.0,3.0,3.0,3.0,8.0,3.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,Always,Rural,1
GHA0270,274.0,2.0,36.0,3.0,0.0,0.0,3.0,3.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,Many times,Rural,1
GHA0271,274.0,2.0,39.0,2.0,2.0,2.0,2.0,3.0,1.0,2.0,2.0,0.0,0.0,1.0,0.0,2.0,Several times,Rural,1
GHA0272,269.0,1.0,33.0,4.0,2.0,4.0,3.0,5.0,3.0,1.0,0.0,2.0,0.0,0.0,2.0,2.0,Always,Urban,1
GHA0273,267.0,1.0,71.0,0.0,0.0,0.0,2.0,3.0,0.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,Never,Urban,0
GHA0274,267.0,1.0,38.0,2.0,4.0,0.0,1.0,4.0,3.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,Several times,Urban,1
GHA0275,267.0,1.0,36.0,0.0,1.0,0.0,3.0,6.0,1.0,1.0,2.0,2.0,1.0,0.0,2.0,2.0,Never,Urban,0
GHA0276,267.0,1.0,45.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,2.0,2.0,0.0,0.0,0.0,2.0,Never,Urban,0
GHA0277,271.0,2.0,27.0,0.0,0.0,3.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,Never,Rural,0
GHA0278,271.0,2.0,21.0,0.0,0.0,2.0,2.0,5.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,Never,Rural,0
GHA0279,271.0,2.0,25.0,3.0,2.0,2.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,Many times,Rural,1
GHA0280,267.0,1.0,21.0,1.0,0.0,0.0,1.0,3.0,0.0,2.0,0.0,1.0,0.0,0.0,2.0,2.0,Once/Twice,Urban,1
GHA0281,275.0,2.0,52.0,1.0,0.0,1.0,3.0,2.0,1.0,2.0,2.0,0.0,1.0,0.0,0.0,2.0,Once/Twice,Rural,1
GHA0282,271.0,2.0,24.0,3.0,3.0,1.0,1.0,5.0,1.0,1.0,1.0,0.0,2.0,0.0,2.0,2.0,Many times,Rural,1
GHA0283,260.0,2.0,65.0,0.0,0.0,1.0,1.0,2.0,0.0,2.0,2.0,2.0,0.0,0.0,1.0,1.0,Never,Rural,0
GHA0284,264.0,1.0,50.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,2.0,Never,Urban,0
GHA0285,264.0,1.0,45.0,0.0,0.0,3.0,2.0,6.0,3.0,1.0,2.0,2.0,0.0,2.0,2.0,2.0,Never,Urban,0
GHA0286,264.0,1.0,63.0,0.0,0.0,0.0,0.0,5.0,3.0,2.0,2.0,2.0,0.0,0.0,0.0,2.0,Never,Urban,0
GHA0287,264.0,1.0,30.0,1.0,4.0,4.0,3.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,Once/Twice,Urban,1
GHA0288,274.0,2.0,70.0,3.0,0.0,0.0,3.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,Many times,Rural,1
GHA0289,270.0,2.0,34.0,1.0,1.0,1.0,4.0,2.0,2.0,1.0,2.0,2.0,2.0,0.0,0.0,2.0,Once/Twice,Rural,1
GHA0290,270.0,2.0,24.0,3.0,1.0,3.0,3.0,5.0,3.0,1.0,2.0,2.0,2.0,0.0,2.0,2.0,Many times,Rural,1
GHA0291,274.0,2.0,70.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0,2.0,Once/Twice,Rural,1
GHA0292,270.0,2.0,36.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,0.0,0.0,2.0,Never,Rural,0
GHA0293,271.0,2.0,58.0,2.0,3.0,3.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,1.0,2.0,Several times,Rural,1
GHA0294,269.0,1.0,42.0,0.0,0.0,0.0,1.0,6.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,Never,Urban,0
GHA0295,263.0,1.0,39.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,9.0,9.0,2.0,Never,Urban,0
GHA0296,263.0,1.0,52.0,3.0,3.0,3.0,3.0,2.0,0.0,1.0,2.0,2.0,0.0,0.0,1.0,2.0,Many times,Urban,1
GHA0297,260.0,2.0,65.0,3.0,0.0,1.0,4.0,8.0,2.0,1.0,2.0,2.0,0.0,0.0,0.0,2.0,Many times,Rural,1
GHA0298,263.0,1.0,21.0,1.0,0.0,0.0,0.0,4.0,1.0,2.0,0.0,2.0,2.0,0.0,2.0,2.0,Once/Twice,Urban,1
GHA0299,262.0,2.0,22.0,0.0,0.0,0.0,0.0,3.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,Never,Rural,0
GHA0300,260.0,2.0,30.0,0.0,0.0,0.0,1.0,5.0,2.0,1.0,2.0,1.0,2.0,0.0,2.0,2.0,Never,Rural,0
GHA0301,263.0,1.0,21.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,2.0,Never,Urban,0
GHA0302,261.0,2.0,30.0,0.0,0.0,1.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,Never,Rural,0
GHA0303,262.0,2.0,24.0,0.0,0.0,0.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,Never,Rural,0
GHA0304,261.0,2.0,20.0,0.0,0.0,0.0,4.0,4.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,2.0,Never,Rural,0
GHA0305,267.0,1.0,52.0,0.0,2.0,2.0,2.0,5.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,Never,Urban,0
GHA0306,262.0,2.0,24.0,4.0,1.0,0.0,3.0,3.0,3.0,2.0,0.0,1.0,0.0,0.0,2.0,2.0,Always,Rural,1
GHA0307,267.0,1.0,27.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,Never,Urban,0
GHA0308,267.0,1.0,57.0,0.0,0.0,0.0,1.0,3.0,0.0,2.0,2.0,2.0,0.0,0.0,2.0,2.0,Never,Urban,0
GHA0309,262.0,2.0,26.0,1.0,0.0,1.0,1.0,3.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,2.0,Once/Twice,Rural,1
GHA0310,271.0,2.0,32.0,0.0,2.0,2.0,3.0,4.0,0.0,1.0,2.0,1.0,0.0,0.0,1.0,2.0,Never,Rural,0
GHA0311,264.0,1.0,40.0,0.0,0.0,1.0,1.0,5.0,3.0,2.0,2.0,2.0,0.0,0.0,0.0,2.0,Never,Urban,0
GHA0312,269.0,1.0,40.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,1.0,9.0,9.0,2.0,2.0,Never,Urban,0
GHA0313,260.0,2.0,24.0,3.0,1.0,3.0,3.0,5.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,Many times,Rural,1
GHA0314,264.0,1.0,47.0,0.0,0.0,0.0,0.0,5.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,Never,Urban,0
GHA0315,264.0,1.0,26.0,0.0,4.0,0.0,3.0,5.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,2.0,Never,Urban,0
GHA0316,264.0,1.0,68.0,1.0,1.0,1.0,2.0,6.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,2.0,Once/Twice,Urban,1
GHA0317,263.0,1.0,35.0,3.0,4.0,2.0,3.0,2.0,1.0,2.0,2.0,2.0,1.0,0.0,0.0,2.0,Many times,Urban,1
GHA0318,263.0,1.0,22.0,0.0,0.0,0.0,0.0,6.0,0.0,2.0,1.0,1.0,1.0,0.0,1.0,2.0,Never,Urban,0
GHA0319,267.0,1.0,54.0,2.0,1.0,0.0,3.0,1.0,1.0,1.0,2.0,2.0,1.0,0.0,2.0,2.0,Several times,Urban,1
GHA0320,269.0,1.0,72.0,3.0,3.0,3.0,3.0,4.0,3.0,1.0,2.0,2.0,0.0,0.0,0.0,2.0,Many times,Urban,1
GHA0321,267.0,1.0,39.0,0.0,0.0,0.0,0.0,3.0,3.0,2.0,1.0,2.0,2.0,0.0,2.0,0.0,Never,Urban,0
GHA0322,267.0,1.0,43.0,0.0,0.0,2.0,3.0,2.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,2.0,Never,Urban,0
GHA0323,267.0,1.0,42.0,0.0,0.0,0.0,2.0,3.0,0.0,2.0,1.0,2.0,0.0,0.0,2.0,2.0,Never,Urban,0
GHA0324,267.0,1.0,73.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,1.0,1.0,0.0,1.0,9.0,2.0,Never,Urban,0
GHA0325,263.0,1.0,32.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,2.0,Never,Urban,0
GHA0326,270.0,2.0,38.0,0.0,0.0,0.0,3.0,2.0,3.0,1.0,2.0,0.0,2.0,0.0,0.0,2.0,Never,Rural,0
GHA0327,260.0,2.0,25.0,0.0,0.0,0.0,0.0,3.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,Never,Rural,0
GHA0328,270.0,2.0,23.0,1.0,4.0,0.0,4.0,3.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,Once/Twice,Rural,1
GHA0329,270.0,2.0,30.0,0.0,1.0,1.0,3.0,0.0,1.0,2.0,2.0,2.0,0.0,0.0,2.0,2.0,Never,Rural,0
GHA0330,263.0,1.0,54.0,0.0,3.0,1.0,1.0,2.0,3.0,1.0,2.0,1.0,1.0,0.0,1.0,2.0,Never,Urban,0
GHA0331,262.0,2.0,83.0,0.0,0.0,0.0,1.0,3.0,2.0,1.0,2.0,0.0,1.0,0.0,9.0,2.0,Never,Rural,0
GHA0332,262.0,2.0,76.0,0.0,0.0,2.0,2.0,0.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,2.0,Never,Rural,0
GHA0333,274.0,1.0,34.0,1.0,0.0,0.0,2.0,8.0,3.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,Once/Twice,Urban,1
GHA0334,271.0,2.0,24.0,0.0,0.0,1.0,4.0,5.0,0.0,1.0,2.0,2.0,1.0,0.0,0.0,2.0,Never,Rural,0
GHA0335,274.0,1.0,43.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,Once/Twice,Urban,1
GHA0336,271.0,2.0,40.0,2.0,0.0,2.0,2.0,0.0,2.0,1.0,2.0,0.0,2.0,0.0,0.0,2.0,Several times,Rural,1
GHA0337,263.0,1.0,56.0,0.0,0.0,0.0,3.0,4.0,3.0,2.0,1.0,1.0,0.0,0.0,1.0,2.0,Never,Urban,0
GHA0338,269.0,1.0,50.0,0.0,0.0,0.0,0.0,8.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,Never,Urban,0
GHA0339,266.0,2.0,35.0,0.0,0.0,0.0,3.0,2.0,2.0,1.0,2.0,9.0,0.0,0.0,0.0,2.0,Never,Rural,0
GHA0340,266.0,2.0,45.0,0.0,3.0,3.0,2.0,3.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,Never,Rural,0
GHA0341,266.0,2.0,30.0,2.0,3.0,0.0,3.0,2.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,Several times,Rural,1
GHA0342,271.0,2.0,32.0,3.0,3.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,2.0,Many times,Rural,1
GHA0343,266.0,2.0,41.0,0.0,2.0,3.0,2.0,2.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,Never,Rural,0
GHA0344,263.0,1.0,29.0,1.0,0.0,0.0,2.0,5.0,3.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,Once/Twice,Urban,1
GHA0345,271.0,2.0,30.0,0.0,0.0,0.0,0.0,5.0,0.0,2.0,2.0,0.0,1.0,0.0,1.0,2.0,Never,Rural,0
GHA0346,269.0,1.0,63.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,2.0,2.0,0.0,2.0,2.0,Never,Urban,0
GHA0347,262.0,2.0,29.0,0.0,2.0,1.0,3.0,3.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,Never,Rural,0
